lifecycle,year_offset,year,month,day,hour,storm_id
1,43,2076,8,10,18.334708087270172,911
1,43,2076,9,17,20.14985543688715,1023
1,44,2077,8,21,17.279540132414816,632
1,46,2079,9,23,15.075411605803053,283
1,48,2081,10,5,12.463256945948064,868
1,48,2081,10,18,22.121450144414645,335
1,49,2082,8,7,6.923600718198676,984
1,49,2082,8,26,22.87064601647047,1020
1,49,2082,10,8,15.929139327535108,833
1,49,2082,11,1,6.15010441211931,622
2,0,2033,9,29,23.32016357151027,895
2,1,2034,8,31,21.04374131356188,117
2,1,2034,9,9,1.1909358800460996,767
2,1,2034,9,26,6.613645467600353,929
2,1,2034,10,7,19.904076918825293,252
2,2,2035,9,13,7.708349671515722,387
2,3,2036,7,18,16.306976907699998,873
2,3,2036,9,30,18.65088511159354,835
2,8,2041,9,3,10.039367392631739,58
2,10,2043,9,7,15.439848841214282,333
2,10,2043,9,23,22.169148327396442,771
2,11,2044,10,1,11.986401175781825,176
2,11,2044,11,24,4.834063910552238,148
2,12,2045,9,29,15.745238937515724,597
2,13,2046,8,29,9.383917910243309,673
2,13,2046,9,12,12.463377222535359,132
2,14,2047,9,19,20.601374315760918,132
2,16,2049,9,2,18.244109699993924,158
2,16,2049,10,5,4.726283303083522,293
2,17,2050,8,15,1.5413164498015197,609
2,17,2050,8,26,19.492245699375072,598
2,18,2051,10,17,21.029618193998772,240
2,20,2053,8,24,16.581110096104922,267
2,20,2053,9,21,18.240709539867932,945
2,20,2053,10,4,12.146825766118281,545
2,20,2053,10,19,4.789106152380461,986
2,21,2054,6,3,5.987652434590327,150
2,21,2054,9,14,20.404093707720364,915
2,22,2055,7,1,3.530677482267124,807
2,22,2055,9,9,20.674303422489213,229
2,22,2055,9,24,9.59700745598481,60
2,23,2056,8,18,2.9324758045693704,942
2,23,2056,9,8,17.36009068581169,253
2,23,2056,10,4,10.332824438159168,945
2,23,2056,10,15,10.09718967157183,240
2,24,2057,6,4,19.141916165194957,213
2,24,2057,9,19,3.8666381312924534,88
2,26,2059,8,15,3.616277918380087,973
2,26,2059,9,10,7.063052005090124,865
2,26,2059,9,18,11.883514989598126,149
2,27,2060,8,21,16.376632861114043,6
2,27,2060,9,25,20.776078955767193,860
2,27,2060,11,8,21.285451750524512,198
2,28,2061,8,22,9.313229007056714,60
2,28,2061,9,5,4.75882172385138,781
2,28,2061,9,15,0.99230835226615,508
2,28,2061,9,23,11.715115882281324,736
2,28,2061,10,5,4.047024003078672,1019
2,29,2062,7,14,7.273648346144406,975
2,29,2062,9,7,20.315406463074467,148
2,30,2063,10,28,17.455605698163374,282
2,33,2066,9,5,2.432377917398358,268
2,36,2069,9,3,22.177560926834335,308
2,37,2070,10,16,8.209570921101006,919
2,38,2071,9,14,14.436046884148002,903
2,38,2071,10,8,14.403663697428334,574
2,39,2072,8,6,11.053776911700673,347
2,39,2072,9,6,0.6215830406799032,143
2,41,2074,8,4,15.062745107918484,244
2,41,2074,8,30,12.289276340521912,956
2,42,2075,8,11,3.0018796479713474,205
2,42,2075,9,26,13.29412047073533,1039
2,42,2075,10,12,7.913542354779168,175
2,43,2076,8,16,23.06446460706931,550
2,43,2076,9,11,14.257908846871109,956
2,43,2076,9,28,1.3641089389812135,941
2,44,2077,9,20,14.562245599407937,827
2,45,2078,8,15,12.255202935905693,1005
2,45,2078,10,17,15.812030815158938,977
2,46,2079,9,15,1.1177584481895764,162
2,47,2080,7,16,16.776101334544332,938
2,47,2080,9,26,20.257209888542608,283
2,48,2081,8,9,7.668523638001781,906
2,49,2082,9,3,10.478053575584475,148
2,49,2082,10,1,4.221860034767826,604
3,0,2033,8,31,17.532667838223006,125
3,0,2033,10,27,11.497643887311419,892
3,1,2034,9,16,17.31779468564872,986
3,2,2035,9,6,13.780057339735952,347
3,3,2036,8,24,1.2864325196814113,125
3,4,2037,8,4,0.2585318279828348,585
3,4,2037,9,5,5.535505352690043,270
3,5,2038,10,25,5.589342499516504,888
3,6,2039,7,25,13.282592622363273,473
3,7,2040,7,30,3.4900719448332342,845
3,7,2040,9,4,12.018760622787195,956
3,7,2040,10,13,10.462664709926315,812
3,8,2041,8,31,0.24588012582773633,951
3,10,2043,8,1,7.452383629265491,148
3,10,2043,9,12,17.650511597900362,957
3,11,2044,7,29,16.95735834964603,319
3,11,2044,9,2,21.706113961556298,929
3,11,2044,11,12,13.876293856190085,97
3,12,2045,6,5,22.18461163817286,991
3,12,2045,8,21,19.348252028104714,131
3,12,2045,9,10,2.656077433396346,895
3,12,2045,9,28,1.211162458688527,242
3,12,2045,10,24,21.86515781835073,922
3,13,2046,6,15,5.422507793593677,883
3,13,2046,7,17,4.257522409091563,653
3,13,2046,8,24,13.997366894587856,501
3,13,2046,9,11,17.8342710383959,117
3,13,2046,10,2,22.716912736764115,319
3,14,2047,6,9,0.9637877572903317,65
3,14,2047,8,22,2.9276162430316717,158
3,14,2047,9,13,22.579969780141163,807
3,14,2047,9,27,9.857280929959122,594
3,14,2047,10,4,11.036321403884237,1041
3,14,2047,10,11,11.789185171522597,796
3,15,2048,8,26,3.5436101877840844,949
3,16,2049,9,23,10.254832876505187,598
3,17,2050,8,26,0.7173914072471383,903
3,17,2050,9,24,7.846902474679109,974
3,18,2051,8,16,14.108881033214992,908
3,19,2052,8,3,18.76195148175071,416
3,19,2052,9,4,21.377187289270307,240
3,19,2052,9,20,11.685308803538536,673
3,19,2052,9,29,8.466459133503083,89
3,20,2053,9,16,16.104193692611748,541
3,20,2053,9,23,21.058648787589075,256
3,23,2056,9,25,3.1082908079150755,151
3,24,2057,9,1,15.752797367371919,550
3,25,2058,11,27,22.876951897161305,984
3,26,2059,8,3,13.250089418446203,270
3,26,2059,9,16,15.118414172585648,957
3,26,2059,9,25,14.765377136101554,231
3,26,2059,11,3,10.265222901489539,257
3,27,2060,11,9,14.655245316961484,484
3,28,2061,9,13,7.670968481403618,904
3,29,2062,7,21,20.465604628269563,281
3,29,2062,8,10,14.613359651409805,1003
3,29,2062,8,20,20.804967171417157,240
3,29,2062,8,29,10.653402591366572,441
3,30,2063,10,6,22.419731042094302,676
3,31,2064,9,2,7.266614221258291,522
3,31,2064,9,16,4.550024921313469,968
3,31,2064,9,30,16.981879136755744,977
3,31,2064,11,8,15.670027848300169,913
3,32,2065,9,19,17.29879303805665,770
3,33,2066,9,27,0.12460728381879971,554
3,34,2067,6,16,17.40112111366213,490
3,34,2067,10,5,12.970649065017291,922
3,36,2069,8,12,5.801156162069512,296
3,37,2070,9,22,2.0188823529363704,266
3,38,2071,9,8,23.93156176540309,475
3,39,2072,8,23,1.811407985110372,550
3,39,2072,10,9,3.3320751583506,175
3,40,2073,8,7,5.933648049394348,867
3,40,2073,10,29,21.66233725121885,848
3,41,2074,9,14,6.495831243784464,965
3,41,2074,10,21,9.98686722552415,604
3,42,2075,9,9,14.328869419424247,941
3,42,2075,9,27,20.007418280732786,831
3,43,2076,8,20,16.822696453006024,346
3,43,2076,9,27,1.7209631406428079,903
3,43,2076,10,12,21.733560405800482,293
3,44,2077,9,29,22.37329640762044,72
3,45,2078,8,16,10.872022280381476,473
3,45,2078,10,3,0.8927885783096174,269
3,46,2079,9,2,1.709194764927644,891
3,46,2079,11,2,19.277887924045714,229
4,0,2033,8,19,10.194111159115629,484
4,0,2033,8,31,4.748808437109293,868
4,0,2033,9,12,14.67483382836826,532
4,0,2033,9,28,1.0324853479386613,417
4,1,2034,9,19,12.319684271285768,74
4,3,2036,8,1,0.9577949309585732,743
4,3,2036,9,1,20.366739317062372,895
4,4,2037,8,19,10.373887461994435,796
4,4,2037,9,1,16.312392105844474,166
4,4,2037,9,9,17.852677226780045,243
4,4,2037,9,23,13.941543500129828,828
4,5,2038,7,24,2.5375155714674937,662
4,5,2038,8,27,9.84109918704131,1014
4,7,2040,6,6,22.24212387030077,112
4,8,2041,8,11,5.616504332922131,149
4,8,2041,9,20,1.7099746585738087,673
4,10,2043,9,8,13.002105795627841,796
4,10,2043,9,19,4.50296412415039,252
4,10,2043,10,2,7.7956706848397435,771
4,10,2043,10,13,13.807369298486359,229
4,10,2043,10,29,20.98500885017301,334
4,10,2043,11,27,21.272225736586037,991
4,11,2044,7,7,11.75172568184967,226
4,11,2044,8,21,14.151199371450499,1031
4,11,2044,10,6,0.23576231777669765,97
4,12,2045,6,25,4.219802258814107,473
4,12,2045,9,17,22.56590719704656,504
4,13,2046,8,24,5.768473137695131,848
4,13,2046,9,20,17.42291323860537,992
4,13,2046,10,5,3.7588041554345795,293
4,13,2046,10,15,17.796543068947976,868
4,14,2047,8,28,22.936550613533758,256
4,16,2049,10,27,10.502950602635618,938
4,17,2050,7,6,8.633215707082016,842
4,17,2050,9,27,2.352491399358753,737
4,17,2050,10,31,14.488006924738364,331
4,19,2052,7,10,6.355180761539992,267
4,19,2052,8,15,17.383287968683252,599
4,19,2052,9,2,1.8973074824966618,977
4,19,2052,9,12,15.000778990652298,688
4,19,2052,10,8,17.824977146326237,281
4,21,2054,9,16,9.60893190793475,1049
4,21,2054,11,9,19.909450076201885,767
4,21,2054,11,18,5.696577487253981,767
4,22,2055,9,7,21.552234574001872,985
4,22,2055,9,21,5.056651712172106,1038
4,24,2057,7,14,22.1450862828773,633
4,24,2057,8,23,2.4740320620674483,577
4,24,2057,9,15,13.550874208932456,116
4,24,2057,9,24,23.731674955998642,1031
4,24,2057,10,4,5.90765103442985,895
4,25,2058,8,20,8.23683231871454,609
4,25,2058,9,19,7.928345366765073,906
4,26,2059,8,19,19.32734901764669,267
4,26,2059,8,29,15.692689225786076,1039
4,26,2059,9,13,22.39273094800289,869
4,27,2060,8,6,8.236062404565866,885
4,27,2060,9,3,3.835049512504675,541
4,27,2060,9,28,8.221587833245032,777
4,27,2060,11,8,23.20905511305572,919
4,28,2061,8,19,4.990720228536231,604
4,28,2061,9,14,6.338594658970106,910
4,28,2061,11,13,12.025521569098357,73
4,30,2063,9,25,3.353652720542306,910
4,30,2063,10,13,4.92757035294758,688
4,31,2064,6,4,11.74561269261364,993
4,31,2064,7,8,9.18746165924278,747
4,31,2064,7,26,12.187404074441986,868
4,31,2064,9,27,13.085126974197724,148
4,32,2065,8,16,6.776863580784277,1032
4,32,2065,10,11,13.694942109326123,577
4,33,2066,7,23,18.56015459435885,270
4,33,2066,9,6,17.350815362277455,348
4,33,2066,9,28,22.26943071009493,96
4,34,2067,8,14,21.84106992326166,485
4,34,2067,9,20,12.10436923833458,508
4,35,2068,10,27,16.30023012539207,852
4,36,2069,7,21,13.133164934159058,523
4,36,2069,8,31,17.842605088117118,956
4,38,2071,9,3,14.682395299088832,585
4,39,2072,9,5,7.581462394201097,959
4,40,2073,8,27,9.417936224885269,931
4,41,2074,9,19,13.231687216164666,732
4,41,2074,9,26,20.542869028563185,585
4,42,2075,8,3,16.64948062606615,112
4,43,2076,8,25,17.74415987276094,132
4,43,2076,9,14,11.07624520587676,618
4,43,2076,10,26,22.59741951000069,922
4,44,2077,7,24,0.7877556518473989,891
4,44,2077,8,22,20.039694306732084,149
4,44,2077,9,25,11.785927956324814,929
4,46,2079,7,13,15.489556374250935,848
4,46,2079,7,27,9.175191646579577,845
4,46,2079,9,20,0.08070337315665377,578
4,47,2080,9,1,15.31989991704257,176
4,48,2081,6,6,4.157264778216423,252
4,48,2081,11,6,21.144052670600168,468
5,0,2033,8,25,16.4903488253783,792
5,0,2033,10,1,12.875304901465586,1041
5,1,2034,9,9,4.141937394454902,827
5,2,2035,11,1,12.587674940922348,487
5,3,2036,6,29,23.198446739661385,1050
5,3,2036,8,14,5.2478622220222295,963
5,7,2040,9,3,7.704395589025277,1050
5,7,2040,10,6,17.500256189377325,189
5,8,2041,11,29,18.293254352272385,1022
5,10,2043,7,10,1.147015148680052,722
5,10,2043,9,16,9.270160973781614,582
5,10,2043,11,24,9.929671784216037,1019
5,13,2046,9,11,1.5226003328647746,653
5,14,2047,8,6,5.64028430939703,884
5,15,2048,9,4,2.3144104041958657,406
5,16,2049,7,6,23.164009456770657,203
5,16,2049,9,25,3.2324374917132337,984
5,16,2049,10,4,4.9450463438442025,662
5,16,2049,10,17,22.693902189390187,923
5,17,2050,7,24,17.31355724665827,148
5,17,2050,10,11,4.2544496354017065,504
5,18,2051,9,30,20.97725471503815,993
5,18,2051,11,20,5.776264440905915,831
5,19,2052,8,1,15.297657579665788,565
5,19,2052,9,1,9.439287217004203,917
5,19,2052,10,7,22.516963587215695,1009
5,20,2053,8,14,9.461059386367944,243
5,20,2053,9,8,11.100630055039485,241
5,21,2054,9,10,0.016597685540236995,53
5,22,2055,9,7,2.3845493215247595,150
5,23,2056,9,19,12.398102435708214,906
5,24,2057,8,18,15.297203940350094,975
5,26,2059,8,28,4.420702915611352,990
5,26,2059,9,4,11.662465966881442,489
5,26,2059,9,11,22.544044100280686,688
5,26,2059,9,26,14.636284825062805,986
5,26,2059,10,17,21.154193550099667,922
5,28,2061,8,29,15.38244878989812,1031
5,28,2061,10,14,22.05923786438683,508
5,29,2062,8,22,16.348650354236636,177
5,30,2063,8,25,2.6626869966248066,552
5,30,2063,10,6,5.115030095465794,308
5,33,2066,10,15,5.6386841291529946,475
5,35,2068,11,9,9.167147704118182,199
5,36,2069,7,1,12.422680955693057,812
5,36,2069,10,10,17.202481076653036,782
5,38,2071,6,14,23.085444264647542,266
5,38,2071,9,19,8.314721541479202,25
5,38,2071,10,24,12.036808630813036,238
5,39,2072,9,11,8.366901947761953,968
5,39,2072,9,23,3.992548288162512,511
5,39,2072,10,14,13.509883640081707,255
5,40,2073,8,23,11.263256088158776,599
5,40,2073,9,6,0.5974362987800319,177
5,40,2073,9,14,4.599181762865792,20
5,40,2073,9,26,10.9686313382443,347
5,40,2073,10,18,18.759421192050404,884
5,41,2074,9,1,0.7896775218580379,254
5,41,2074,11,12,3.809915961640109,618
5,42,2075,8,15,6.7280181940877535,268
5,42,2075,8,29,18.181383753717554,448
5,43,2076,8,2,2.763661662963327,510
5,43,2076,9,6,12.266397201137458,406
5,44,2077,9,1,9.213223538423685,39
5,47,2080,8,16,22.2160196241688,598
5,47,2080,8,31,8.867788130436544,977
5,47,2080,9,18,11.66390510301164,1038
5,47,2080,9,29,1.0474656623663154,308
5,48,2081,9,11,6.893446683178919,268
5,48,2081,9,25,21.633137426097772,175
5,48,2081,10,4,1.9293425981537737,917
6,0,2033,8,9,2.16522685224788,1039
6,0,2033,8,17,4.81057515530015,1048
6,0,2033,9,27,18.67954456862341,594
6,1,2034,8,14,11.997214197450955,363
6,1,2034,8,23,22.673053244177257,512
6,2,2035,9,9,4.177097897770111,199
6,4,2037,8,1,15.010332917823066,334
6,4,2037,9,15,9.011165941780911,526
6,4,2037,10,14,14.007204652129351,60
6,5,2038,9,16,23.576431038957832,158
6,6,2039,7,6,8.20033598271571,216
6,6,2039,8,28,2.2305082014065727,508
6,6,2039,10,15,10.641205812782834,903
6,7,2040,8,7,0.4419769001185916,241
6,8,2041,9,29,7.11146228167909,565
6,9,2042,8,18,12.686025160059547,347
6,9,2042,10,12,12.231650325160977,322
6,10,2043,8,13,6.791046406063578,189
6,10,2043,10,26,14.146020661476218,63
6,11,2044,9,8,15.070265565375594,582
6,11,2044,9,26,8.305454410404423,587
6,13,2046,6,22,14.498022947157512,792
6,13,2046,8,14,5.348215938328229,486
6,13,2046,8,30,11.798428382730371,150
6,13,2046,9,7,8.709769371205347,621
6,13,2046,10,2,15.1545580288262,231
6,14,2047,8,14,23.320065315048765,1020
6,14,2047,10,9,5.6852581004487615,582
6,15,2048,9,10,1.2556588876184271,984
6,15,2048,9,25,13.023971867271147,109
6,16,2049,8,27,23.7491941856652,450
6,18,2051,6,22,20.96087661361918,688
6,18,2051,9,12,12.612165941709756,965
6,19,2052,8,19,21.835065545699976,622
6,19,2052,9,27,4.6222495928374725,848
6,20,2053,10,1,15.020583624378371,406
6,21,2054,8,15,19.775249290100625,266
6,22,2055,8,24,16.979611065761322,722
6,22,2055,9,4,2.4158001226665986,479
6,22,2055,9,16,20.211377406053096,756
6,22,2055,10,9,21.008484950564615,256
6,23,2056,7,10,20.61909926401559,666
6,23,2056,8,13,21.017685888947796,256
6,23,2056,10,8,23.124147598960704,508
6,24,2057,8,26,23.45954388933403,903
6,24,2057,9,14,6.7067259953652645,912
6,24,2057,9,26,0.22146103127686523,767
6,26,2059,9,17,19.744752560461635,610
6,27,2060,6,2,5.7555498669314185,40
6,27,2060,6,16,14.468003438596085,551
6,27,2060,8,31,2.7810203670639275,148
6,28,2061,9,9,18.420396574291967,911
6,29,2062,7,31,19.816981870022353,981
6,29,2062,9,13,15.974277455571816,148
6,31,2064,8,31,17.110577762290998,550
6,32,2065,9,22,20.541533690745943,1048
6,33,2066,7,3,4.318538545327476,81
6,33,2066,8,25,13.729415797071077,216
6,33,2066,11,6,19.21803232452816,1038
6,35,2068,9,1,17.986982221553546,117
6,36,2069,8,21,13.515116867756017,900
6,36,2069,9,29,23.161893186852943,935
6,36,2069,10,17,20.099773691047112,977
6,36,2069,11,11,17.040230008885157,974
6,39,2072,8,26,17.432323000597584,321
6,39,2072,9,23,4.630446014461019,938
6,40,2073,8,5,21.108515803283304,609
6,40,2073,9,3,20.774053879418677,266
6,40,2073,9,14,7.9906389609832,520
6,40,2073,9,24,17.49552957202321,586
6,40,2073,10,12,16.228759061306913,984
6,42,2075,8,5,6.717792725656046,266
6,42,2075,9,7,14.154098997900835,850
6,42,2075,10,10,3.2703067323484243,541
6,43,2076,8,29,22.55951860957296,270
6,45,2078,8,20,0.8097298348832727,563
6,46,2079,9,20,12.012707232344752,959
6,47,2080,6,4,16.3999651371497,165
6,47,2080,10,19,14.46360568527646,797
6,48,2081,10,9,19.769089793272066,621
6,49,2082,9,16,1.5077782831835487,335
7,0,2033,8,4,13.10481272275154,946
7,0,2033,9,10,8.428204013588882,956
7,0,2033,10,11,8.215741868691412,941
7,3,2036,8,21,2.930385786444262,771
7,4,2037,8,22,21.2520929358337,163
7,4,2037,11,24,3.03036062509615,938
7,5,2038,9,23,22.081977156615775,621
7,5,2038,10,3,6.038960671135914,20
7,7,2040,7,16,18.69275263378884,1002
7,7,2040,8,16,21.309044551564263,949
7,7,2040,8,24,3.9520469585214997,293
7,7,2040,10,23,1.370288291239599,929
7,8,2041,8,18,2.550033782948315,598
7,8,2041,9,25,9.170912115337163,927
7,9,2042,8,22,13.494624912108112,558
7,9,2042,8,31,22.632840755507182,450
7,9,2042,9,14,20.088023865659572,653
7,9,2042,9,29,1.9225306563746702,912
7,9,2042,10,10,13.540734978425569,226
7,9,2042,11,1,8.410868096084066,406
7,11,2044,8,29,19.048680030167855,912
7,11,2044,9,26,1.3077202941569341,919
7,12,2045,7,29,6.00190388825088,498
7,13,2046,8,22,3.073199715679433,252
7,13,2046,8,31,8.751851859508287,126
7,13,2046,9,10,18.031373511208564,282
7,14,2047,7,1,14.65081611397163,1022
7,15,2048,10,18,18.56872115004546,849
7,16,2049,9,25,14.41987833387912,1003
7,17,2050,9,1,1.7567828740929166,575
7,18,2051,7,25,4.233741771810995,981
7,18,2051,9,9,18.23286352272377,175
7,18,2051,10,2,22.31716558777499,621
7,19,2052,10,5,8.428364413177668,958
7,20,2053,9,22,8.466517303806215,148
7,21,2054,8,14,19.29968956684903,921
7,21,2054,9,25,10.342178166314575,131
7,23,2056,7,14,11.395606654006183,501
7,23,2056,8,31,1.401881137620797,958
7,24,2057,9,17,19.260884752810185,1030
7,24,2057,10,20,15.913839674889429,975
7,26,2059,8,19,18.376033235861705,554
7,26,2059,9,3,7.040383064449164,460
7,27,2060,8,28,16.782465351307547,1038
7,27,2060,9,17,8.165082305591561,475
7,27,2060,10,7,18.581875268586337,213
7,28,2061,6,11,18.07696278972478,976
7,28,2061,9,12,7.065717985336234,487
7,28,2061,10,17,21.653825983369035,696
7,30,2063,8,2,14.532172320146097,718
7,30,2063,9,4,22.452562326182186,150
7,30,2063,9,27,11.517388507861106,266
7,30,2063,10,11,16.601717802062566,229
7,30,2063,11,20,2.23030603495239,241
7,31,2064,8,22,9.637170329692427,54
7,32,2065,8,17,15.86384381293848,902
7,32,2065,9,8,15.825586941329918,585
7,32,2065,10,5,5.9690263503877246,933
7,32,2065,10,18,9.267214926279856,269
7,32,2065,11,24,0.8294432860293774,199
7,33,2066,7,18,20.898010258033775,913
7,33,2066,9,12,16.359072224589692,796
7,33,2066,9,22,13.431426980429897,903
7,34,2067,11,25,8.85546966091185,282
7,35,2068,6,23,7.788820409578614,473
7,37,2070,9,29,16.100814106917404,1047
7,37,2070,10,9,0.3622639147190787,938
7,38,2071,8,26,16.918862458627082,363
7,38,2071,9,6,9.91264856276761,40
7,38,2071,9,22,3.1366782685960493,369
7,40,2073,9,1,14.025369241212783,1030
7,41,2074,6,15,17.363416428945076,952
7,41,2074,8,19,6.894689573862126,938
7,41,2074,9,8,8.797823735263457,152
7,41,2074,10,9,5.819221662611868,757
7,42,2075,8,31,21.836955947985214,366
7,42,2075,9,21,21.084438192824784,443
7,43,2076,7,18,20.277752246884802,266
7,43,2076,8,4,5.497934616512434,226
7,43,2076,8,14,6.402514270911257,611
7,43,2076,8,25,8.613064980006673,892
7,43,2076,9,3,10.755658364699917,956
7,43,2076,10,16,19.326709576080276,347
7,44,2077,9,30,16.363135740524108,347
7,45,2078,8,14,0.860900122880369,1048
7,45,2078,9,30,7.81930180648263,484
7,46,2079,8,27,21.973908329886974,443
