stormID,regionID,masterTrackID,referenceLatitude,referenceLongitude,headingDirection,centralPressureDeficit,radiusOfMaximumWind,translationalSpeed,DSW
661,2,122,39,-72.2095490743161,40,63,25,28.3,2.01978556893645E-10
662,2,122,39,-72.2095490743161,40,58,62.8,43.8,0.00210913150164523
663,2,122,39,-72.2095490743161,40,53,43.3,29.5,5.05274751359456E-05
664,2,122,39,-72.2095490743161,40,48,115.4,43.6,0.00113625111493902
665,2,122,39,-72.2095490743161,40,43,31.7,58.8,0.000169067047978098
666,2,122,39,-72.2095490743161,40,38,68.2,45.2,0.00176680125905351
667,2,123,39,-71.1996213518349,40,88,74.7,58.4,8.39948512623084E-10
668,2,123,39,-71.1996213518349,40,83,47.5,35.2,3.412665561566E-11
669,2,123,39,-71.1996213518349,40,78,136.2,39.6,9.5982139907768E-10
670,2,123,39,-71.1996213518349,40,73,37.5,72.9,4.07090724431677E-05
671,2,123,39,-71.1996213518349,40,68,92.3,32.5,2.58704833960487E-06
672,2,123,39,-71.1996213518349,40,63,26.8,34.4,8.25981466731179E-08
673,2,123,39,-71.1996213518349,40,58,53.7,47,0.00176522719889298
674,2,123,39,-71.1996213518349,40,53,76.3,28.4,0.000976925999865596
675,2,123,39,-71.1996213518349,40,48,104.9,58,0.000236765811530151
676,2,123,39,-71.1996213518349,40,43,53.2,52.3,0.00146998812301589
677,2,123,39,-71.1996213518349,40,38,40.2,14,0.000415997770695668
678,2,124,39,-70.1897538598811,40,88,158,61.6,4.22852195195673E-12
679,2,124,39,-70.1897538598811,40,83,46.2,51.4,3.85680058620717E-10
680,2,124,39,-70.1897538598811,40,78,62.4,48.8,6.71784582300459E-08
681,2,124,39,-70.1897538598811,40,73,50.6,16,1.87716354643496E-10
682,2,124,39,-70.1897538598811,40,68,90.5,17.2,4.05697904027136E-08
683,2,124,39,-70.1897538598811,40,63,69.6,45.2,0.000229588024196592
684,2,124,39,-70.1897538598811,40,58,62,80.3,0.000140507459212684
685,2,124,39,-70.1897538598811,40,53,29.2,71.2,1.30376014047396E-05
686,2,124,39,-70.1897538598811,40,48,26.7,33.9,8.2641725833381E-06
687,2,124,39,-70.1897538598811,40,43,105.4,56.3,0.000701170765047801
688,2,124,39,-70.1897538598811,40,38,50.8,45.5,0.00188852007267348
689,1,16,41.6714046529209,-69.9404702564174,-60,68,152.7,57.6,4.49532379164467E-06
690,1,16,41.6714046529209,-69.9404702564174,-60,58,51.4,36.3,0.00029774269146312
691,1,16,41.6714046529209,-69.9404702564174,-60,48,74.6,66.4,4.80501106999522E-05
692,1,16,41.6714046529209,-69.9404702564174,-60,38,95.1,34.8,0.000614891121982918
693,1,16,41.6714046529209,-69.9404702564174,-60,28,35.6,65.8,5.06807302435982E-07
694,1,17,42.658541478425,-70.6100901859979,-60,68,53.3,47.8,8.55674368258266E-07
695,1,17,42.658541478425,-70.6100901859979,-60,58,151.4,52.8,0.000189233481930637
696,1,17,42.658541478425,-70.6100901859979,-60,48,88.8,33.2,0.000242020503372339
697,1,17,42.658541478425,-70.6100901859979,-60,38,83.5,69.8,0.00017777220376898
698,1,17,42.658541478425,-70.6100901859979,-60,28,28.4,50.8,5.74598253641915E-11
699,1,18,43.3154082368913,-70.5493009053257,-60,68,49.9,59.6,1.5690762725151E-06
700,1,18,43.3154082368913,-70.5493009053257,-60,58,154.1,45.5,0.00027804279253817
701,1,18,43.3154082368913,-70.5493009053257,-60,48,78.3,34.6,1.69265532627136E-08
702,1,18,43.3154082368913,-70.5493009053257,-60,38,91.6,68.2,0.000255276885535626
703,1,18,43.3154082368913,-70.5493009053257,-60,28,35.5,29.5,2.87510777141704E-08
704,1,19,43.7190691127129,-69.8833313784746,-60,68,69.1,65.7,6.18828926244414E-08
705,1,19,43.7190691127129,-69.8833313784746,-60,58,150.9,60.7,2.86607054908914E-06
706,1,19,43.7190691127129,-69.8833313784746,-60,48,97.9,36.8,0.00016461998521824
707,1,19,43.7190691127129,-69.8833313784746,-60,38,32.8,60,1.07242877600497E-06
708,1,19,43.7190691127129,-69.8833313784746,-60,28,53.5,34.3,3.42280480996269E-06
709,1,20,44.0175217141568,-68.969738939486,-60,68,151.9,44.3,4.13145520591355E-08
710,1,20,44.0175217141568,-68.969738939486,-60,58,51.9,60.3,0.000215697068805936
711,1,20,44.0175217141568,-68.969738939486,-60,48,78.1,32.8,3.00406583981798E-07
712,1,20,44.0175217141568,-68.969738939486,-60,38,92,67.4,0.000147975327661221
713,1,20,44.0175217141568,-68.969738939486,-60,28,36.2,32.2,3.88306494066756E-07
714,1,21,44.3261611881942,-68.0860253473507,-60,68,79.3,60.9,6.91069839502332E-05
715,1,21,44.3261611881942,-68.0860253473507,-60,58,152.7,52.6,0.000101740640101977
716,1,21,44.3261611881942,-68.0860253473507,-60,48,47.9,36.9,1.6623551775528E-05
717,1,21,44.3261611881942,-68.0860253473507,-60,38,39.8,71.3,1.31411935350779E-07
718,1,21,44.3261611881942,-68.0860253473507,-60,28,90.6,27.7,0.000115500739712477
719,1,22,43.7193841618532,-65.018555602147,-60,68,53.8,50.9,4.94824999696533E-05
720,1,22,43.7193841618532,-65.018555602147,-60,58,153.7,49.1,6.49462380670114E-05
721,1,22,43.7193841618532,-65.018555602147,-60,48,86,30.7,5.54866417580193E-05
722,1,22,43.7193841618532,-65.018555602147,-60,38,88.2,68.1,0.000728904923478699
723,1,22,43.7193841618532,-65.018555602147,-60,28,29.7,43.6,9.246705333675E-09
724,1,23,44.1669988207883,-64.4492805335519,-60,68,49.9,60.6,2.35955704701843E-05
725,1,23,44.1669988207883,-64.4492805335519,-60,58,150.2,45.6,7.53771916573356E-05
726,1,23,44.1669988207883,-64.4492805335519,-60,48,79.4,36.3,0.000109131718909723
727,1,23,44.1669988207883,-64.4492805335519,-60,38,92.6,70.6,0.000608868214346418
728,1,23,44.1669988207883,-64.4492805335519,-60,28,37.6,28.3,9.50797705967058E-09
729,1,24,44.4743606967642,-63.5605802098843,-60,68,52.3,61.6,2.76355303367718E-05
730,1,24,44.4743606967642,-63.5605802098843,-60,58,150.3,42.2,5.41217430952797E-05
731,1,24,44.4743606967642,-63.5605802098843,-60,48,76.8,33.5,0.000115133914548517
732,1,24,44.4743606967642,-63.5605802098843,-60,38,95.7,66.8,0.000431925353723551
733,1,24,44.4743606967642,-63.5605802098843,-60,28,35.6,33.7,3.27405394369821E-07
734,1,39,41.3295368475045,-69.988678437891,-40,68,51.2,49,0.000597294341757131
735,1,39,41.3295368475045,-69.988678437891,-40,58,151.8,49.4,3.54589775295791E-05
736,1,39,41.3295368475045,-69.988678437891,-40,48,86,31.4,0.000312533158888982
737,1,39,41.3295368475045,-69.988678437891,-40,38,85.3,68.1,0.000554868907951112
738,1,39,41.3295368475045,-69.988678437891,-40,28,26.5,50,3.03918159211695E-07
739,1,40,42.9641961239314,-70.7748055411947,-40,68,151.4,43.8,1.73800954383975E-06
740,1,40,42.9641961239314,-70.7748055411947,-40,58,77.2,35.1,0.000786370943652908
741,1,40,42.9641961239314,-70.7748055411947,-40,48,49.8,62.2,2.43933050849585E-08
742,1,40,42.9641961239314,-70.7748055411947,-40,38,37,30.5,1.69827549670323E-07
743,1,40,42.9641961239314,-70.7748055411947,-40,28,93.1,67.6,0.000106443332579817
744,1,41,43.4946436085502,-70.3197239056077,-40,68,54.4,63.8,2.14637217647039E-06
745,1,41,43.4946436085502,-70.3197239056077,-40,58,150.7,40.1,0.000100587055259752
746,1,41,43.4946436085502,-70.3197239056077,-40,48,70.2,29.5,4.11464557394476E-07
747,1,41,43.4946436085502,-70.3197239056077,-40,38,94.4,60.6,0.000886015259140092
748,1,41,43.4946436085502,-70.3197239056077,-40,28,34.6,39.7,1.00238592446047E-07
749,1,42,43.8034433047185,-69.6122703655994,-40,68,51.3,34.1,1.72980985911776E-08
750,1,42,43.8034433047185,-69.6122703655994,-40,58,150.5,59.1,1.13695673287746E-07
751,1,42,43.8034433047185,-69.6122703655994,-40,48,73.7,65,9.26821362142339E-06
752,1,42,43.8034433047185,-69.6122703655994,-40,38,96.5,34,0.00104213831993586
753,1,42,43.8034433047185,-69.6122703655994,-40,28,35.8,63.1,1.09122006683837E-06
754,1,43,44.0175952947944,-68.8042961328886,-40,68,51.2,36.5,3.55642665986958E-07
755,1,43,44.0175952947944,-68.8042961328886,-40,58,150.9,55.1,3.61873334309269E-05
756,1,43,44.0175952947944,-68.8042961328886,-40,48,77.7,63.8,0.00132330604108958
757,1,43,44.0175952947944,-68.8042961328886,-40,38,94,30.2,0.00105034770530114
758,1,43,44.0175952947944,-68.8042961328886,-40,28,36.8,66.7,6.60828243735061E-07
759,1,44,44.3248459748619,-68.1024963740405,-40,68,67.5,65.9,4.24256483898338E-05
760,1,44,44.3248459748619,-68.1024963740405,-40,58,152,64.6,0.000114129487366259
761,1,44,44.3248459748619,-68.1024963740405,-40,48,100.6,38.8,0.000388552530843517
762,1,44,44.3248459748619,-68.1024963740405,-40,38,53.9,31.8,3.20174050027138E-05
763,1,44,44.3248459748619,-68.1024963740405,-40,28,34.2,57,3.30375599282429E-09
764,1,45,44.5969574416912,-67.351659165657,-40,68,51.3,65.3,1.96509191066038E-06
765,1,45,44.5969574416912,-67.351659165657,-40,58,150.2,42.5,0.000116229962684939
766,1,45,44.5969574416912,-67.351659165657,-40,48,75.8,35.7,0.00139086565508582
767,1,45,44.5969574416912,-67.351659165657,-40,38,95.1,67.5,0.00115057869459013
768,1,45,44.5969574416912,-67.351659165657,-40,28,37.4,34.4,1.45369478635042E-09
769,1,46,43.65570691553,-65.200888298671,-40,68,48.3,35.5,5.00446562580597E-05
770,1,46,43.65570691553,-65.200888298671,-40,58,150.9,54.5,0.000128293732610589
771,1,46,43.65570691553,-65.200888298671,-40,48,79.1,60.9,0.00262872856326612
772,1,46,43.65570691553,-65.200888298671,-40,38,41.7,71.1,4.16107152806528E-05
773,1,46,43.65570691553,-65.200888298671,-40,28,90.6,28.8,0.000564383003070516
774,1,47,44.051923887554,-64.5992221246221,-40,68,52.2,65.1,2.4434299713152E-05
775,1,47,44.051923887554,-64.5992221246221,-40,58,151.3,41.5,0.000117870378957035
776,1,47,44.051923887554,-64.5992221246221,-40,48,70.8,30.1,0.000376304644709203
777,1,47,44.051923887554,-64.5992221246221,-40,38,91.7,60.6,0.00205135452502846
778,1,47,44.051923887554,-64.5992221246221,-40,28,36.3,40.6,6.97175220369982E-07
779,1,48,44.4599602535039,-64.0136059014146,-40,68,49.7,60.7,2.47801386218407E-05
780,1,48,44.4599602535039,-64.0136059014146,-40,58,152.9,45.3,6.61739614477782E-05
781,1,48,44.4599602535039,-64.0136059014146,-40,48,78.3,34.2,0.000535893311009151
782,1,48,44.4599602535039,-64.0136059014146,-40,38,90.7,67.5,0.00158879754799457
783,1,48,44.4599602535039,-64.0136059014146,-40,28,38.2,29.2,2.46941382668728E-09
784,1,49,44.6696931702237,-63.1916166662312,-40,68,48.3,60.2,4.8825576513974E-05
785,1,49,44.6696931702237,-63.1916166662312,-40,58,80.5,35.6,0.00141277666904106
786,1,49,44.6696931702237,-63.1916166662312,-40,48,150.6,46.6,6.76590814221184E-05
787,1,49,44.6696931702237,-63.1916166662312,-40,38,88.7,69.2,0.000972264749403959
788,1,49,44.6696931702237,-63.1916166662312,-40,28,40.2,28.6,1.91489906569077E-06
789,1,61,41.3311043005063,-70.7265464260881,-20,78,51.6,35.6,2.23366406114524E-05
790,1,61,41.3311043005063,-70.7265464260881,-20,68,76.2,65.7,0.00066840647430952
791,1,61,41.3311043005063,-70.7265464260881,-20,58,154.3,53.9,3.95901698385093E-06
792,1,61,41.3311043005063,-70.7265464260881,-20,48,92.7,33.4,0.00220856390323374
793,1,61,41.3311043005063,-70.7265464260881,-20,38,35.7,64.1,1.4610826007101E-05
794,1,62,41.4930763975335,-70.0273336101984,-20,78,48.7,36.9,1.64371869922688E-05
795,1,62,41.4930763975335,-70.0273336101984,-20,68,150.4,51.5,1.00203879363184E-06
796,1,62,41.4930763975335,-70.0273336101984,-20,58,78.7,64.9,0.00349079020142356
797,1,62,41.4930763975335,-70.0273336101984,-20,48,86.8,32.3,0.00143045303563574
798,1,62,41.4930763975335,-70.0273336101984,-20,38,39.7,66,1.1116564595522E-05
799,1,63,43.5720557942646,-70.1913631729919,-20,78,62.9,35.1,7.1237773470348E-16
800,1,63,43.5720557942646,-70.1913631729919,-20,68,102.9,57.2,9.71969227360616E-09
801,1,63,43.5720557942646,-70.1913631729919,-20,58,150.5,30.2,1.01738569399088E-05
802,1,63,43.5720557942646,-70.1913631729919,-20,48,57.9,71.7,2.01853853090999E-07
803,1,63,43.5720557942646,-70.1913631729919,-20,38,32.8,48.3,7.62977564324965E-06
804,1,64,43.8391089041774,-69.4596396301038,-20,78,52,64.3,8.58719801022264E-17
805,1,64,43.8391089041774,-69.4596396301038,-20,68,75,35.1,7.47434898744378E-10
806,1,64,43.8391089041774,-69.4596396301038,-20,58,150.6,40.9,1.04468214708504E-07
807,1,64,43.8391089041774,-69.4596396301038,-20,48,97,66.6,0.000765008542446768
808,1,64,43.8391089041774,-69.4596396301038,-20,38,37,35.3,4.02356257509459E-05
809,1,65,44.0036961764331,-68.6714804562394,-20,78,50.6,62.5,1.24668222681831E-13
810,1,65,44.0036961764331,-68.6714804562394,-20,68,150,44.8,4.70729622719437E-09
811,1,65,44.0036961764331,-68.6714804562394,-20,58,78.3,35.2,5.06664002809564E-05
812,1,65,44.0036961764331,-68.6714804562394,-20,48,91.5,68.6,0.000850600175437935
813,1,65,44.0036961764331,-68.6714804562394,-20,38,39.2,32.9,3.69476206228224E-05
814,1,66,44.3747101353623,-67.9923281605145,-20,78,51,36.3,4.3011034045739E-09
815,1,66,44.3747101353623,-67.9923281605145,-20,68,77.9,63.4,5.96455735372882E-05
816,1,66,44.3747101353623,-67.9923281605145,-20,58,151.6,54.9,0.000161438523966683
817,1,66,44.3747101353623,-67.9923281605145,-20,48,94.1,30.1,0.000269202649151292
818,1,66,44.3747101353623,-67.9923281605145,-20,38,37.2,67.2,8.80110635864391E-07
819,1,67,44.6161014518334,-67.2530131556411,-20,78,50.9,36.3,6.5755713500433E-09
820,1,67,44.6161014518334,-67.2530131556411,-20,68,78.8,66,2.73163902434359E-05
821,1,67,44.6161014518334,-67.2530131556411,-20,58,152.7,52.7,0.000103162574395477
822,1,67,44.6161014518334,-67.2530131556411,-20,48,37,66.3,0.000129857940224275
823,1,67,44.6161014518334,-67.2530131556411,-20,38,90.7,33.5,0.0019999067052211
824,1,68,43.5733786716171,-65.8622494288933,-20,78,59.2,69.2,2.196535982035E-06
825,1,68,43.5733786716171,-65.8622494288933,-20,68,165.9,50,4.10534698473119E-05
826,1,68,43.5733786716171,-65.8622494288933,-20,58,33.7,49.2,9.30745466622171E-05
827,1,68,43.5733786716171,-65.8622494288933,-20,48,93.2,48.5,0.00200724967196353
828,1,68,43.5733786716171,-65.8622494288933,-20,38,58,29.4,0.000539349977884988
829,1,69,43.7046056463375,-65.0623162580687,-20,78,52,61.4,1.81694578720483E-06
830,1,69,43.7046056463375,-65.0623162580687,-20,68,150.6,43.4,7.63156356546487E-05
831,1,69,43.7046056463375,-65.0623162580687,-20,58,94.7,67.2,0.00183415824002777
832,1,69,43.7046056463375,-65.0623162580687,-20,48,36.3,31.6,4.58693237621323E-05
833,1,69,43.7046056463375,-65.0623162580687,-20,38,77.7,33.7,0.00250880020033894
834,1,70,44.1722569492983,-64.4411292990732,-20,78,49.2,60.5,6.14253452433475E-07
835,1,70,44.1722569492983,-64.4411292990732,-20,68,80.9,34.8,0.000654260382815569
836,1,70,44.1722569492983,-64.4411292990732,-20,58,150,48.1,0.000331080558793252
837,1,70,44.1722569492983,-64.4411292990732,-20,48,86.9,67.6,0.000871482816583711
838,1,70,44.1722569492983,-64.4411292990732,-20,38,42.2,31.6,6.02956566696442E-06
839,1,71,44.4593806462778,-63.7147815247514,-20,78,37.6,67.3,2.01765887898849E-09
840,1,71,44.4593806462778,-63.7147815247514,-20,68,156.2,54.8,4.02218054707973E-05
841,1,71,44.4593806462778,-63.7147815247514,-20,58,92,32.5,0.00100743577637366
842,1,71,44.4593806462778,-63.7147815247514,-20,48,76.6,65,0.00222674874326449
843,1,71,44.4593806462778,-63.7147815247514,-20,38,49.2,37,7.28201084014912E-05
844,1,81,41.3238647225786,-70.3014633989414,0,68,88.9,43.1,0.000127271342987064
845,1,81,41.3238647225786,-70.3014633989414,0,63,54.6,49,0.00128578970998668
846,1,81,41.3238647225786,-70.3014633989414,0,58,153.7,53.9,1.85548851052893E-05
847,1,81,41.3238647225786,-70.3014633989414,0,53,32.3,60.1,8.60210269075409E-06
848,1,81,41.3238647225786,-70.3014633989414,0,48,86.2,51.8,0.00393664028628193
849,1,81,41.3238647225786,-70.3014633989414,0,43,74,73.2,0.00107736300020747
850,1,81,41.3238647225786,-70.3014633989414,0,38,70.1,18.1,0.00174450773773535
851,1,81,41.3238647225786,-70.3014633989414,0,33,43.6,43.1,0.000274990237709808
852,1,81,41.3238647225786,-70.3014633989414,0,28,103.6,42.4,0.00185548705800916
853,1,82,43.8365631761994,-69.48,0,68,63.5,50.8,1.76643952056797E-10
854,1,82,43.8365631761994,-69.48,0,63,83.8,62.2,9.84945787181136E-08
855,1,82,43.8365631761994,-69.48,0,58,156.2,46,6.31437050970748E-08
856,1,82,43.8365631761994,-69.48,0,53,28.3,58.4,4.82121980515339E-07
857,1,82,43.8365631761994,-69.48,0,48,80.5,24.6,1.20603494703849E-05
858,1,82,43.8365631761994,-69.48,0,43,43.3,33.2,0.000225780362963178
859,1,82,43.8365631761994,-69.48,0,38,49.5,64.2,0.000744562361384779
860,1,82,43.8365631761994,-69.48,0,33,104.1,54.8,0.00127459492872795
861,1,82,43.8365631761994,-69.48,0,28,61.3,59.9,0.000241994250613602
862,1,83,44.0053832831828,-68.66,0,68,71.8,59.7,2.65442964591651E-07
863,1,83,44.0053832831828,-68.66,0,63,162.1,50.3,3.84333490746271E-07
864,1,83,44.0053832831828,-68.66,0,58,57.7,72.2,0.000123828761321838
865,1,83,44.0053832831828,-68.66,0,53,48.5,31.5,0.000197153703726287
866,1,83,44.0053832831828,-68.66,0,48,32.2,52.6,0.000152408348464703
867,1,83,44.0053832831828,-68.66,0,43,99.7,26.5,0.000703024213592721
868,1,83,44.0053832831828,-68.66,0,38,71.7,38.2,0.0029414778245235
869,1,83,44.0053832831828,-68.66,0,33,105.2,58.9,0.000950826974645833
870,1,83,44.0053832831828,-68.66,0,28,51,58.1,6.85663655550644E-05
871,1,84,44.430079440352,-67.85,0,68,80.3,58.6,3.54476386171316E-05
872,1,84,44.430079440352,-67.85,0,63,56.9,47.8,5.55395998711522E-05
873,1,84,44.430079440352,-67.85,0,58,106.6,69.7,0.000294599508412475
874,1,84,44.430079440352,-67.85,0,53,153.3,48.9,0.00016428343166775
875,1,84,44.430079440352,-67.85,0,48,31.7,41.5,5.69060355252366E-05
876,1,84,44.430079440352,-67.85,0,43,99.8,34.2,0.00232037673874526
877,1,84,44.430079440352,-67.85,0,38,42.5,72.7,8.57745363939881E-06
878,1,84,44.430079440352,-67.85,0,33,54.3,27,3.16711052955525E-05
879,1,84,44.430079440352,-67.85,0,28,72.8,57.4,0.000502016657091699
880,1,85,44.7561639528513,-67.04,0,68,84.8,30.2,1.86482743479722E-05
881,1,85,44.7561639528513,-67.04,0,63,52.4,50.9,8.96647857009452E-05
882,1,85,44.7561639528513,-67.04,0,58,154,46.5,0.000208662469898502
883,1,85,44.7561639528513,-67.04,0,53,102.7,54.4,0.00126693471485827
884,1,85,44.7561639528513,-67.04,0,48,78,34.6,0.0015186921532918
885,1,85,44.7561639528513,-67.04,0,43,82.9,71.5,0.00304484482957456
886,1,85,44.7561639528513,-67.04,0,38,35.7,38,8.07400565440698E-07
887,1,85,44.7561639528513,-67.04,0,33,38.2,78.6,5.68059874059695E-07
888,1,85,44.7561639528513,-67.04,0,28,58.8,48.4,0.000154622666271465
889,1,86,44.0889092768751,-66.22,0,68,79.2,25.2,5.96395543454825E-05
890,1,86,44.0889092768751,-66.22,0,63,150.9,47.6,0.00017682533860717
891,1,86,44.0889092768751,-66.22,0,58,79.9,67.5,0.000986175528535437
892,1,86,44.0889092768751,-66.22,0,53,52,45.9,0.00114733598247421
893,1,86,44.0889092768751,-66.22,0,48,45.3,82.7,0.000159289631487619
894,1,86,44.0889092768751,-66.22,0,43,33.1,43.2,6.01677837995242E-06
895,1,86,44.0889092768751,-66.22,0,38,98.4,59.2,0.00350276799433841
896,1,86,44.0889092768751,-66.22,0,33,98.7,39.7,0.00322240414440963
897,1,86,44.0889092768751,-66.22,0,28,57,52.7,0.000246790324999994
898,1,87,43.5034595315382,-65.41,0,68,103.6,67.9,0.000197045155742029
899,1,87,43.5034595315382,-65.41,0,63,70.5,28.5,0.000318051772378506
900,1,87,43.5034595315382,-65.41,0,58,53.8,53.3,0.00272541019307501
901,1,87,43.5034595315382,-65.41,0,53,162.9,40.4,7.75139912713689E-05
902,1,87,43.5034595315382,-65.41,0,48,32.1,51.6,0.000472795411622187
903,1,87,43.5034595315382,-65.41,0,43,97,42.4,0.00451763309537575
904,1,87,43.5034595315382,-65.41,0,38,55.7,65.2,0.00176598944915999
905,1,87,43.5034595315382,-65.41,0,33,48.9,28.8,0.000159637294741963
906,1,87,43.5034595315382,-65.41,0,28,79.4,56.4,0.00160409585939619
907,1,88,44.0511426366709,-64.6,0,68,83.2,56.4,0.000193047388186743
908,1,88,44.0511426366709,-64.6,0,63,50.2,44.3,0.000366358239972583
909,1,88,44.0511426366709,-64.6,0,58,168.1,43.2,9.80946310517897E-05
910,1,88,44.0511426366709,-64.6,0,53,80.3,28,0.000906945383107502
911,1,88,44.0511426366709,-64.6,0,48,42.4,78.5,0.000751575957520198
912,1,88,44.0511426366709,-64.6,0,43,58.8,67.4,0.00332374267038467
913,1,88,44.0511426366709,-64.6,0,38,103.9,61.4,0.00238788664715049
914,1,88,44.0511426366709,-64.6,0,33,36.5,38.3,5.60463799272538E-06
915,1,88,44.0511426366709,-64.6,0,28,70.9,42,0.0014363060985467
916,1,89,44.4732638829571,-63.78,0,68,75.8,61.4,0.000135947046834082
917,1,89,44.4732638829571,-63.78,0,63,83,41.1,0.00116626323991723
918,1,89,44.4732638829571,-63.78,0,58,170.3,51.8,0.000145882481328682
919,1,89,44.4732638829571,-63.78,0,53,47.9,45.8,0.00251904766863437
920,1,89,44.4732638829571,-63.78,0,48,26.2,53.2,0.000148496952401261
921,1,89,44.4732638829571,-63.78,0,43,64,24.9,0.000192523984133354
922,1,89,44.4732638829571,-63.78,0,38,101,44.3,0.00485683639032233
923,1,89,44.4732638829571,-63.78,0,33,75.3,74.3,0.00149587466626255
924,1,89,44.4732638829571,-63.78,0,28,49.5,56.1,5.00194541650966E-05
925,1,90,41.5,-72.250384320804,20,68,50.2,40.8,2.520675130562E-05
926,1,90,41.5,-72.250384320804,20,63,93.7,36.9,5.28207273086392E-05
927,1,90,41.5,-72.250384320804,20,58,65.6,77.6,0.00106764707548708
928,1,90,41.5,-72.250384320804,20,53,161.6,47.3,3.06034759567686E-05
929,1,90,41.5,-72.250384320804,20,48,56.9,54.2,0.00185914722394641
930,1,90,41.5,-72.250384320804,20,43,29.8,54.6,9.49545040960285E-06
931,1,90,41.5,-72.250384320804,20,38,71.6,19.9,0.000907959461296225
932,1,90,41.5,-72.250384320804,20,33,92.5,61,0.000915928105288972
933,1,90,41.5,-72.250384320804,20,28,59.3,59.6,0.000552786668157191
934,1,91,41.5,-71.3002822880092,20,68,89.5,40,5.68548333475955E-05
935,1,91,41.5,-71.3002822880092,20,63,60.4,47.2,0.000972272861860763
936,1,91,41.5,-71.3002822880092,20,58,30.9,54.4,2.21333997782929E-06
937,1,91,41.5,-71.3002822880092,20,53,174.2,44.7,3.08304544138156E-07
938,1,91,41.5,-71.3002822880092,20,48,101.6,71.8,0.00153510555301561
939,1,91,41.5,-71.3002822880092,20,43,55.6,69.1,0.000488534366599912
940,1,91,41.5,-71.3002822880092,20,38,38.4,31.7,4.01201478204225E-05
941,1,91,41.5,-71.3002822880092,20,33,97.9,38.1,0.00212116929327916
942,1,91,41.5,-71.3002822880092,20,28,53.5,30.2,0.000699346343054172
943,1,92,41.5,-70.3605982478269,20,68,87,50.7,7.87016793418645E-05
944,1,92,41.5,-70.3605982478269,20,63,101.4,31.1,5.06897502619524E-05
945,1,92,41.5,-70.3605982478269,20,58,52.4,50.4,0.00114547068713059
946,1,92,41.5,-70.3605982478269,20,53,50,45,0.00111845123868824
947,1,92,41.5,-70.3605982478269,20,48,155.2,51,8.73478160913345E-05
948,1,92,41.5,-70.3605982478269,20,43,27.3,44.6,1.94059939582769E-06
949,1,92,41.5,-70.3605982478269,20,38,86.8,60.7,0.0025813922326873
950,1,92,41.5,-70.3605982478269,20,33,48.8,80.8,0.000116919706531994
951,1,92,41.5,-70.3605982478269,20,28,74.6,27.5,0.00171671453962272
952,1,93,41.5,-69.4107408045474,20,68,54.7,49.9,0.000243560661111637
953,1,93,41.5,-69.4107408045474,20,63,111.7,16,1.76134718208962E-06
954,1,93,41.5,-69.4107408045474,20,58,34.7,54.1,0.000125265060511694
955,1,93,41.5,-69.4107408045474,20,53,164.6,52.3,6.02839441282601E-05
956,1,93,41.5,-69.4107408045474,20,48,74.6,45,0.00478361307116794
957,1,93,41.5,-69.4107408045474,20,43,67,79.5,0.000425550473825637
958,1,93,41.5,-69.4107408045474,20,38,50.6,17.1,0.000910297851609083
959,1,93,41.5,-69.4107408045474,20,33,101.8,49.5,0.00261613768617886
960,1,93,41.5,-69.4107408045474,20,28,48.1,53.1,0.000371724424044767
961,1,94,41.5,-68.4706015547347,20,68,100.2,38.3,4.27085580873238E-05
962,1,94,41.5,-68.4706015547347,20,63,82.1,74,0.000432118694031283
963,1,94,41.5,-68.4706015547347,20,58,59.2,46.8,0.00178864629759926
964,1,94,41.5,-68.4706015547347,20,53,151,52.6,0.000207222972261577
965,1,94,41.5,-68.4706015547347,20,48,63.7,58.6,0.00286720742637074
966,1,94,41.5,-68.4706015547347,20,43,34.1,71.5,2.26453473903618E-05
967,1,94,41.5,-68.4706015547347,20,38,41.1,35.4,0.000454365628663658
968,1,94,41.5,-68.4706015547347,20,33,78.1,25.1,0.00310640661409712
969,1,94,41.5,-68.4706015547347,20,28,93.6,49.1,0.00253433936307475
970,1,95,41.5,-67.5208318227014,20,68,62.1,41.9,0.000230579281587398
971,1,95,41.5,-67.5208318227014,20,63,92.3,56.8,0.00105114545241102
972,1,95,41.5,-67.5208318227014,20,58,156.3,29,2.85888937766102E-05
973,1,95,41.5,-67.5208318227014,20,53,34.7,57,0.000128168830235305
974,1,95,41.5,-67.5208318227014,20,48,113.3,57.3,0.00169235061349808
975,1,95,41.5,-67.5208318227014,20,43,49.6,45.8,0.00183151260981639
976,1,95,41.5,-67.5208318227014,20,38,61.4,69.3,0.00125635473582384
977,1,95,41.5,-67.5208318227014,20,33,74.3,36.2,0.00407252067414903
978,1,95,41.5,-67.5208318227014,20,28,41.8,25.9,0.000108515175547106
979,1,96,41.5,-66.5710568652546,20,68,108.6,70.9,9.91070789456555E-05
980,1,96,41.5,-66.5710568652546,20,63,88.1,28,0.000231750035692879
981,1,96,41.5,-66.5710568652546,20,58,52.4,57.4,0.00124739031342688
982,1,96,41.5,-66.5710568652546,20,53,27.9,51.3,1.14006895050986E-05
983,1,96,41.5,-66.5710568652546,20,48,151.9,46.1,0.000223462105803676
984,1,96,41.5,-66.5710568652546,20,43,77.1,51.3,0.00692564344767958
985,1,96,41.5,-66.5710568652546,20,38,49.8,29,0.00208575297494083
986,1,96,41.5,-66.5710568652546,20,33,88.1,54.2,0.00278795156196394
